customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,TechSupport,StreamingTV,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,Churn_Binary,Tenure_Group,Charge_Tier,Revenue_Segment,Is_Senior
TELCO-03574,Male,0,Yes,No,72,Yes,No,DSL,No,Yes,No,One year,Yes,Mailed check,56.58,3850.88,No,0,49-72 Months,Mid,High Value,Non-Senior
TELCO-03575,Female,0,Yes,Yes,66,Yes,Yes,No,No internet service,No internet service,No internet service,One year,Yes,Electronic check,91.69,5294.96,Yes,1,49-72 Months,Premium,High Value,Non-Senior
TELCO-03576,Male,0,No,No,13,Yes,Yes,DSL,No,Yes,No,Two year,Yes,Bank transfer (automatic),106.13,1219.78,No,0,13-24 Months,Premium,Mid Value,Non-Senior
TELCO-03577,Female,1,Yes,No,6,Yes,No,Fiber optic,No,No,No,Month-to-month,No,Mailed check,37.23,227.94,Yes,1,0-12 Months,Mid,Low Value,Senior
TELCO-03578,Female,0,No,Yes,20,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,118.01,2415.86,Yes,1,13-24 Months,Premium,High Value,Non-Senior
TELCO-03579,Male,1,Yes,No,40,Yes,No,Fiber optic,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,55.9,2201.97,Yes,1,25-48 Months,Mid,Mid Value,Senior
TELCO-03580,Female,0,Yes,Yes,20,Yes,No,Fiber optic,No,No,No,One year,Yes,Electronic check,120.0,2358.82,No,0,13-24 Months,Premium,Mid Value,Non-Senior
TELCO-03581,Male,0,Yes,Yes,19,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,56.3,1037.11,Yes,1,13-24 Months,Mid,Mid Value,Non-Senior
TELCO-03582,Male,0,Yes,No,54,Yes,Yes,DSL,No,No,Yes,Month-to-month,Yes,Electronic check,86.22,4146.46,Yes,1,49-72 Months,High,High Value,Non-Senior
TELCO-03583,Female,1,Yes,No,13,Yes,No,DSL,No,Yes,Yes,Month-to-month,Yes,Mailed check,86.06,1046.79,Yes,1,13-24 Months,High,Mid Value,Senior
TELCO-03584,Female,0,No,No,58,Yes,Yes,Fiber optic,Yes,No,No,One year,No,Credit card (automatic),53.38,3062.54,No,0,49-72 Months,Mid,High Value,Non-Senior
TELCO-03585,Female,0,No,No,15,Yes,No,Fiber optic,No,No,No,Two year,No,Credit card (automatic),67.18,964.82,Yes,1,13-24 Months,High,Mid Value,Non-Senior
TELCO-03586,Female,0,No,Yes,11,Yes,Yes,DSL,Yes,No,No,Two year,Yes,Electronic check,108.2,1016.09,No,0,0-12 Months,Premium,Mid Value,Non-Senior
TELCO-03587,Female,0,Yes,Yes,18,No,No phone service,Fiber optic,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),55.33,1036.49,No,0,13-24 Months,Mid,Mid Value,Non-Senior
TELCO-03588,Male,0,Yes,No,43,Yes,No,Fiber optic,Yes,No,Yes,Month-to-month,Yes,Mailed check,52.47,2298.99,Yes,1,25-48 Months,Mid,Mid Value,Non-Senior
TELCO-03589,Female,0,No,Yes,4,Yes,Yes,DSL,No,Yes,Yes,Two year,No,Electronic check,30.4,109.7,No,0,0-12 Months,Low,Low Value,Non-Senior
TELCO-03590,Female,0,Yes,No,6,Yes,Yes,Fiber optic,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),112.03,654.23,Yes,1,0-12 Months,Premium,Mid Value,Non-Senior
TELCO-03591,Female,0,No,Yes,72,Yes,No,DSL,Yes,No,No,Month-to-month,Yes,Electronic check,50.58,3767.94,Yes,1,49-72 Months,Mid,High Value,Non-Senior
TELCO-03592,Female,1,No,No,5,Yes,Yes,Fiber optic,Yes,Yes,No,One year,Yes,Electronic check,101.0,438.95,Yes,1,0-12 Months,Premium,Mid Value,Senior
TELCO-03593,Male,1,Yes,No,25,Yes,No,Fiber optic,No,Yes,Yes,One year,Yes,Electronic check,46.96,1116.01,No,0,25-48 Months,Mid,Mid Value,Senior
TELCO-03594,Female,0,Yes,Yes,25,Yes,Yes,DSL,No,No,No,Two year,Yes,Mailed check,100.06,2354.53,No,0,25-48 Months,Premium,Mid Value,Non-Senior
TELCO-03595,Female,0,Yes,No,20,Yes,No,DSL,Yes,No,Yes,One year,Yes,Electronic check,89.2,1662.76,Yes,1,13-24 Months,High,Mid Value,Non-Senior
TELCO-03596,Female,0,No,No,31,Yes,No,DSL,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),58.15,1833.51,Yes,1,25-48 Months,Mid,Mid Value,Non-Senior
TELCO-03597,Female,1,Yes,No,7,Yes,Yes,DSL,Yes,Yes,Yes,Month-to-month,No,Mailed check,42.97,278.57,Yes,1,0-12 Months,Mid,Low Value,Senior
TELCO-03598,Male,0,Yes,No,24,Yes,Yes,Fiber optic,Yes,Yes,No,Two year,Yes,Mailed check,45.41,940.24,Yes,1,13-24 Months,Mid,Mid Value,Non-Senior
TELCO-03599,Female,1,Yes,Yes,13,Yes,No,Fiber optic,Yes,Yes,No,One year,Yes,Electronic check,45.03,505.29,No,0,13-24 Months,Mid,Mid Value,Senior
TELCO-03600,Male,0,Yes,No,32,Yes,No,DSL,Yes,Yes,No,One year,No,Credit card (automatic),96.96,2663.84,No,0,25-48 Months,Premium,High Value,Non-Senior
TELCO-03601,Female,0,No,No,4,Yes,No,Fiber optic,Yes,No,No,Two year,Yes,Mailed check,69.81,260.2,No,0,0-12 Months,High,Low Value,Non-Senior
TELCO-03602,Male,1,No,No,25,Yes,Yes,No,No internet service,No internet service,No internet service,One year,No,Mailed check,31.55,783.77,Yes,1,25-48 Months,Low,Mid Value,Senior
TELCO-03603,Male,1,Yes,No,6,Yes,No,DSL,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),57.44,306.99,Yes,1,0-12 Months,Mid,Low Value,Senior
TELCO-03604,Male,0,Yes,Yes,9,Yes,Yes,Fiber optic,Yes,Yes,Yes,One year,No,Electronic check,61.07,538.25,Yes,1,0-12 Months,Mid,Mid Value,Non-Senior
TELCO-03605,Female,0,No,Yes,7,Yes,Yes,Fiber optic,No,No,No,One year,Yes,Mailed check,18.0,124.41,Yes,1,0-12 Months,Low,Low Value,Non-Senior
TELCO-03606,Female,0,Yes,No,6,No,No phone service,DSL,Yes,No,No,Month-to-month,No,Bank transfer (automatic),59.1,319.51,No,0,0-12 Months,Mid,Low Value,Non-Senior
TELCO-03607,Male,0,No,No,52,Yes,Yes,Fiber optic,No,Yes,No,Month-to-month,Yes,Mailed check,86.7,4373.65,Yes,1,49-72 Months,High,High Value,Non-Senior
TELCO-03608,Male,0,Yes,No,10,Yes,No,No,No internet service,No internet service,No internet service,One year,Yes,Electronic check,60.87,600.77,Yes,1,0-12 Months,Mid,Mid Value,Non-Senior
TELCO-03609,Male,1,Yes,No,72,Yes,No,DSL,Yes,Yes,No,Month-to-month,Yes,Electronic check,72.63,4932.97,Yes,1,49-72 Months,High,High Value,Senior
TELCO-03610,Male,0,No,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,One year,Yes,Electronic check,79.54,5253.52,No,0,49-72 Months,High,High Value,Non-Senior
TELCO-03611,Male,0,Yes,Yes,25,Yes,No,Fiber optic,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),54.72,1332.2,Yes,1,25-48 Months,Mid,Mid Value,Non-Senior
TELCO-03612,Female,0,Yes,No,4,Yes,Yes,DSL,No,No,No,Two year,No,Electronic check,86.92,363.52,No,0,0-12 Months,High,Low Value,Non-Senior
TELCO-03613,Female,0,No,No,14,Yes,No,Fiber optic,No,No,No,Month-to-month,Yes,Electronic check,108.72,1423.71,Yes,1,13-24 Months,Premium,Mid Value,Non-Senior
TELCO-03614,Male,0,Yes,No,47,Yes,Yes,DSL,No,Yes,No,Month-to-month,No,Credit card (automatic),19.28,841.23,Yes,1,25-48 Months,Low,Mid Value,Non-Senior
TELCO-03615,Female,0,Yes,Yes,13,Yes,Yes,Fiber optic,Yes,No,No,Month-to-month,Yes,Mailed check,54.65,669.85,Yes,1,13-24 Months,Mid,Mid Value,Non-Senior
TELCO-03616,Female,0,Yes,Yes,2,Yes,No,DSL,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,120.0,207.66,No,0,0-12 Months,Premium,Low Value,Non-Senior
TELCO-03617,Female,0,Yes,Yes,24,Yes,Yes,Fiber optic,No,Yes,Yes,Month-to-month,Yes,Mailed check,70.12,1616.63,Yes,1,13-24 Months,High,Mid Value,Non-Senior
TELCO-03618,Female,1,No,No,55,Yes,Yes,Fiber optic,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),63.95,3220.88,Yes,1,49-72 Months,Mid,High Value,Senior
TELCO-03619,Female,0,No,Yes,47,Yes,No,Fiber optic,Yes,No,No,One year,Yes,Bank transfer (automatic),57.26,2352.89,Yes,1,25-48 Months,Mid,Mid Value,Non-Senior
TELCO-03620,Male,0,No,No,5,Yes,Yes,DSL,Yes,No,Yes,Month-to-month,No,Electronic check,103.23,486.86,Yes,1,0-12 Months,Premium,Mid Value,Non-Senior
TELCO-03621,Female,0,Yes,Yes,33,Yes,Yes,Fiber optic,Yes,No,Yes,One year,Yes,Credit card (automatic),36.83,1033.9,No,0,25-48 Months,Mid,Mid Value,Non-Senior
TELCO-03622,Female,1,No,Yes,7,Yes,No,DSL,Yes,Yes,No,One year,Yes,Electronic check,92.79,604.29,Yes,1,0-12 Months,Premium,Mid Value,Senior
TELCO-03623,Female,0,Yes,No,7,Yes,Yes,Fiber optic,No,Yes,Yes,One year,Yes,Electronic check,56.7,345.76,No,0,0-12 Months,Mid,Low Value,Non-Senior
TELCO-03624,Female,0,,No,62,Yes,Yes,DSL,No,Yes,Yes,Month-to-month,Yes,Electronic check,42.5,2252.55,Yes,1,49-72 Months,Mid,Mid Value,Non-Senior
TELCO-03625,Female,1,No,Yes,8,Yes,Yes,Fiber optic,Yes,No,Yes,One year,Yes,Bank transfer (automatic),58.07,471.48,Yes,1,0-12 Months,Mid,Mid Value,Senior
TELCO-03626,Female,0,No,Yes,9,No,No phone service,DSL,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),63.61,591.53,No,0,0-12 Months,Mid,Mid Value,Non-Senior
TELCO-03627,Female,0,Yes,No,1,Yes,Yes,Fiber optic,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),50.07,44.64,No,0,0-12 Months,Mid,Low Value,Non-Senior
TELCO-03628,Female,0,Yes,Yes,61,Yes,Yes,Fiber optic,Yes,No,No,Two year,No,Bank transfer (automatic),98.38,5748.29,No,0,49-72 Months,Premium,High Value,Non-Senior
TELCO-03629,Female,1,No,No,47,Yes,Yes,Fiber optic,Yes,Yes,No,Month-to-month,No,Electronic check,42.74,1819.13,Yes,1,25-48 Months,Mid,Mid Value,Senior
TELCO-03630,Male,0,No,No,29,No,No phone service,Fiber optic,No,No,Yes,Month-to-month,No,Electronic check,69.2,1903.88,No,0,25-48 Months,High,Mid Value,Non-Senior
TELCO-03631,Male,0,No,No,41,Yes,Yes,Fiber optic,Yes,No,Yes,Month-to-month,Yes,Mailed check,81.12,3117.47,No,0,25-48 Months,High,High Value,Non-Senior
TELCO-03632,Female,1,,Yes,4,Yes,Yes,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,68.89,249.05,Yes,1,0-12 Months,High,Low Value,Senior
TELCO-03633,Female,0,Yes,Yes,18,Yes,Yes,Fiber optic,No,No,Yes,One year,No,Electronic check,88.17,1571.31,Yes,1,13-24 Months,High,Mid Value,Non-Senior
TELCO-03634,Male,0,No,No,12,Yes,Yes,Fiber optic,No,No,Yes,One year,No,Credit card (automatic),51.99,546.08,No,0,0-12 Months,Mid,Mid Value,Non-Senior
TELCO-03635,Female,0,No,Yes,2,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),83.68,144.03,Yes,1,0-12 Months,High,Low Value,Non-Senior
TELCO-03636,Male,0,Yes,No,19,Yes,Yes,No,No internet service,No internet service,No internet service,One year,Yes,Mailed check,84.57,1612.51,No,0,13-24 Months,High,Mid Value,Non-Senior
TELCO-03637,Male,0,Yes,No,72,Yes,No,Fiber optic,No,No,No,Two year,No,Bank transfer (automatic),94.04,6657.03,No,0,49-72 Months,Premium,High Value,Non-Senior
TELCO-03638,Male,0,No,Yes,1,Yes,Yes,DSL,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),18.0,17.09,No,0,0-12 Months,Low,Low Value,Non-Senior
TELCO-03639,Male,0,Yes,No,10,Yes,Yes,Fiber optic,No,Yes,No,Month-to-month,Yes,Electronic check,80.27,757.39,Yes,1,0-12 Months,High,Mid Value,Non-Senior
TELCO-03640,Female,1,No,No,6,Yes,Yes,Fiber optic,No,No,Yes,One year,Yes,Mailed check,92.04,524.34,Yes,1,0-12 Months,Premium,Mid Value,Senior
TELCO-03641,Male,0,No,No,8,No,No phone service,Fiber optic,Yes,No,Yes,Month-to-month,No,Electronic check,52.66,394.91,Yes,1,0-12 Months,Mid,Mid Value,Non-Senior
TELCO-03642,Female,0,Yes,No,71,Yes,No,Fiber optic,No,Yes,No,Two year,Yes,Electronic check,48.57,3202.17,No,0,49-72 Months,Mid,High Value,Non-Senior
TELCO-03643,Female,0,No,Yes,18,Yes,Yes,Fiber optic,No,No,Yes,Month-to-month,No,Electronic check,43.96,751.67,Yes,1,13-24 Months,Mid,Mid Value,Non-Senior
TELCO-03644,Female,0,No,No,18,Yes,Yes,Fiber optic,No,No,Yes,Month-to-month,Yes,Credit card (automatic),34.04,585.58,No,0,13-24 Months,Low,Mid Value,Non-Senior
TELCO-03645,Male,0,No,Yes,42,Yes,No,Fiber optic,Yes,No,Yes,One year,No,Mailed check,84.97,3527.27,No,0,25-48 Months,High,High Value,Non-Senior
TELCO-03646,Male,0,No,No,5,No,No phone service,DSL,Yes,No,No,Month-to-month,Yes,Credit card (automatic),120.0,595.34,Yes,1,0-12 Months,Premium,Mid Value,Non-Senior
TELCO-03647,Male,0,Yes,Yes,20,Yes,No,DSL,Yes,Yes,No,One year,Yes,Electronic check,48.32,894.43,No,0,13-24 Months,Mid,Mid Value,Non-Senior
TELCO-03648,Female,0,Yes,No,16,Yes,Yes,Fiber optic,No,No,No,Month-to-month,Yes,Electronic check,51.0,761.09,No,0,13-24 Months,Mid,Mid Value,Non-Senior
TELCO-03649,Female,0,Yes,No,27,Yes,No,Fiber optic,Yes,No,Yes,One year,No,Credit card (automatic),65.46,1634.4,No,0,25-48 Months,High,Mid Value,Non-Senior
TELCO-03650,Male,0,No,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,Month-to-month,No,Mailed check,18.0,1240.67,No,0,49-72 Months,Low,Mid Value,Non-Senior
TELCO-03651,Female,0,Yes,No,44,Yes,Yes,DSL,No,No,No,Month-to-month,Yes,Credit card (automatic),44.13,1826.52,Yes,1,25-48 Months,Mid,Mid Value,Non-Senior
TELCO-03652,Male,0,No,No,15,Yes,No,DSL,Yes,Yes,Yes,One year,Yes,Electronic check,63.29,975.86,No,0,13-24 Months,Mid,Mid Value,Non-Senior
TELCO-03653,Male,0,Yes,No,52,Yes,Yes,Fiber optic,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),38.18,1964.06,No,0,49-72 Months,Mid,Mid Value,Non-Senior
TELCO-03654,Female,0,No,No,5,Yes,No,Fiber optic,Yes,No,No,Month-to-month,Yes,Mailed check,100.92,519.6,Yes,1,0-12 Months,Premium,Mid Value,Non-Senior
TELCO-03655,Female,0,No,No,1,Yes,No,DSL,Yes,No,Yes,One year,Yes,Electronic check,26.19,25.98,No,0,0-12 Months,Low,Low Value,Non-Senior
TELCO-03656,Male,0,Yes,No,6,Yes,Yes,Fiber optic,Yes,Yes,No,One year,Yes,Bank transfer (automatic),92.03,576.59,No,0,0-12 Months,Premium,Mid Value,Non-Senior
TELCO-03657,Male,1,No,No,12,No,No phone service,DSL,Yes,No,No,Month-to-month,Yes,Credit card (automatic),109.06,1278.81,Yes,1,0-12 Months,Premium,Mid Value,Senior
TELCO-03658,Female,0,Yes,No,21,Yes,Yes,DSL,Yes,No,Yes,One year,No,Electronic check,76.45,1674.02,No,0,13-24 Months,High,Mid Value,Non-Senior
TELCO-03659,Female,0,No,No,28,Yes,Yes,DSL,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),60.88,1502.87,No,0,25-48 Months,Mid,Mid Value,Non-Senior
TELCO-03660,Female,0,Yes,Yes,72,Yes,No,Fiber optic,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),72.39,4484.97,No,0,49-72 Months,High,High Value,Non-Senior
TELCO-03661,Female,0,Yes,No,21,Yes,Yes,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,51.78,1050.22,Yes,1,13-24 Months,Mid,Mid Value,Non-Senior
TELCO-03662,Male,1,Yes,No,20,Yes,No,DSL,No,No,No,Month-to-month,Yes,Electronic check,18.0,376.81,No,0,13-24 Months,Low,Low Value,Senior
TELCO-03663,Male,0,Yes,Yes,1,Yes,No,DSL,No,No,No,Two year,No,Mailed check,35.62,33.25,No,0,0-12 Months,Mid,Low Value,Non-Senior
TELCO-03664,Male,0,No,Yes,1,Yes,No,Fiber optic,No,Yes,No,Month-to-month,No,Electronic check,64.66,57.7,Yes,1,0-12 Months,Mid,Low Value,Non-Senior
TELCO-03665,Male,0,No,Yes,24,Yes,Yes,No,No internet service,No internet service,No internet service,One year,Yes,Mailed check,36.78,842.39,No,0,13-24 Months,Mid,Mid Value,Non-Senior
TELCO-03666,Male,1,No,No,17,Yes,Yes,DSL,No,Yes,No,Two year,Yes,Bank transfer (automatic),52.61,876.27,No,0,13-24 Months,Mid,Mid Value,Senior
TELCO-03667,Male,0,Yes,No,54,Yes,No,Fiber optic,No,No,Yes,Two year,Yes,Bank transfer (automatic),79.38,3913.75,No,0,49-72 Months,High,High Value,Non-Senior
TELCO-03668,Male,0,Yes,Yes,5,Yes,Yes,DSL,Yes,No,Yes,Month-to-month,No,Mailed check,69.35,344.31,No,0,0-12 Months,High,Low Value,Non-Senior
TELCO-03669,Male,0,No,No,1,Yes,No,DSL,No,No,No,Two year,Yes,Electronic check,96.75,101.11,No,0,0-12 Months,Premium,Low Value,Non-Senior
TELCO-03670,Female,0,Yes,No,17,Yes,Yes,Fiber optic,No,No,Yes,Two year,Yes,Credit card (automatic),73.83,1292.0,Yes,1,13-24 Months,High,Mid Value,Non-Senior
TELCO-03671,Female,0,No,No,8,Yes,Yes,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,75.59,549.28,No,0,0-12 Months,High,Mid Value,Non-Senior
TELCO-03672,Male,1,Yes,Yes,1,Yes,No,Fiber optic,Yes,Yes,No,Month-to-month,No,Electronic check,43.63,39.94,Yes,1,0-12 Months,Mid,Low Value,Senior
TELCO-03673,Female,1,Yes,No,38,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),25.07,880.55,Yes,1,25-48 Months,Low,Mid Value,Senior
TELCO-03674,Male,0,Yes,No,3,Yes,No,Fiber optic,No,No,No,One year,No,Bank transfer (automatic),52.61,146.61,Yes,1,0-12 Months,Mid,Low Value,Non-Senior
TELCO-03675,Male,0,No,Yes,28,Yes,No,No,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),43.18,1051.94,Yes,1,25-48 Months,Mid,Mid Value,Non-Senior
TELCO-03676,Female,0,,No,9,Yes,Yes,DSL,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),60.0,541.29,No,0,0-12 Months,Mid,Mid Value,Non-Senior
TELCO-03677,Male,0,No,Yes,5,Yes,Yes,DSL,No,No,No,Two year,Yes,Credit card (automatic),33.02,152.4,No,0,0-12 Months,Low,Low Value,Non-Senior
TELCO-03678,Female,0,Yes,No,14,No,No phone service,Fiber optic,Yes,Yes,No,Month-to-month,No,Mailed check,90.27,1296.59,Yes,1,13-24 Months,Premium,Mid Value,Non-Senior
TELCO-03679,Male,0,No,No,48,Yes,Yes,Fiber optic,Yes,No,Yes,Two year,No,Electronic check,43.07,2140.52,Yes,1,25-48 Months,Mid,Mid Value,Non-Senior
TELCO-03680,Male,0,No,No,14,Yes,No,DSL,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),54.09,647.37,Yes,1,13-24 Months,Mid,Mid Value,Non-Senior
TELCO-03681,Female,0,No,No,41,Yes,No,Fiber optic,No,No,Yes,One year,No,Electronic check,64.39,2765.92,No,0,25-48 Months,Mid,High Value,Non-Senior
TELCO-03682,Female,0,Yes,No,4,Yes,Yes,DSL,Yes,No,Yes,Month-to-month,No,Electronic check,98.7,391.64,Yes,1,0-12 Months,Premium,Low Value,Non-Senior
TELCO-03683,Male,1,No,No,44,Yes,Yes,Fiber optic,No,Yes,No,Month-to-month,Yes,Electronic check,117.76,4943.5,Yes,1,25-48 Months,Premium,High Value,Senior
TELCO-03684,Female,0,No,Yes,8,Yes,No,DSL,No,Yes,No,One year,Yes,Electronic check,119.82,889.45,Yes,1,0-12 Months,Premium,Mid Value,Non-Senior
TELCO-03685,Female,0,No,No,33,Yes,Yes,No,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,26.55,835.59,Yes,1,25-48 Months,Low,Mid Value,Non-Senior
TELCO-03686,Female,0,No,No,25,Yes,No,DSL,No,Yes,Yes,Month-to-month,Yes,Mailed check,53.81,1230.8,No,0,25-48 Months,Mid,Mid Value,Non-Senior
TELCO-03687,Female,1,No,Yes,72,Yes,No,Fiber optic,Yes,No,No,Two year,Yes,Mailed check,48.1,3375.02,No,0,49-72 Months,Mid,High Value,Senior
TELCO-03688,Female,0,No,Yes,14,Yes,Yes,DSL,No,Yes,Yes,Month-to-month,No,Credit card (automatic),76.11,925.52,No,0,13-24 Months,High,Mid Value,Non-Senior
TELCO-03689,Male,0,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),74.28,144.73,No,0,0-12 Months,High,Low Value,Non-Senior
TELCO-03690,Male,0,Yes,Yes,1,Yes,No,Fiber optic,No,Yes,Yes,Month-to-month,No,Credit card (automatic),47.51,43.0,Yes,1,0-12 Months,Mid,Low Value,Non-Senior
TELCO-03691,Female,1,No,No,52,No,No phone service,DSL,Yes,Yes,No,Month-to-month,Yes,Mailed check,45.14,2003.47,No,0,49-72 Months,Mid,Mid Value,Senior
TELCO-03692,Female,0,Yes,No,22,Yes,Yes,DSL,No,Yes,No,Month-to-month,No,Electronic check,35.08,,No,0,13-24 Months,Mid,Low Value,Non-Senior
TELCO-03693,Male,0,No,No,44,Yes,Yes,DSL,Yes,Yes,No,Two year,Yes,Electronic check,18.0,764.83,No,0,25-48 Months,Low,Mid Value,Non-Senior
TELCO-03694,Female,0,No,No,8,Yes,No,Fiber optic,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),26.06,194.99,No,0,0-12 Months,Low,Low Value,Non-Senior
TELCO-03695,Female,1,No,No,12,Yes,No,Fiber optic,Yes,No,Yes,Two year,Yes,Credit card (automatic),91.0,943.99,Yes,1,0-12 Months,Premium,Mid Value,Senior
TELCO-03696,Female,0,No,Yes,1,Yes,No,DSL,No,Yes,Yes,Two year,Yes,Electronic check,108.94,112.06,No,0,0-12 Months,Premium,Low Value,Non-Senior
TELCO-03697,Male,0,No,No,72,Yes,No,Fiber optic,No,No,No,Month-to-month,Yes,Credit card (automatic),105.44,7381.29,No,0,49-72 Months,Premium,High Value,Non-Senior
TELCO-03698,Male,0,No,No,33,Yes,No,No,No internet service,No internet service,No internet service,One year,No,Mailed check,92.28,2658.93,No,0,25-48 Months,Premium,High Value,Non-Senior
TELCO-03699,Male,1,Yes,No,72,Yes,No,DSL,Yes,Yes,No,One year,No,Electronic check,34.64,2374.83,Yes,1,49-72 Months,Low,Mid Value,Senior
TELCO-03700,Female,0,Yes,Yes,9,No,No phone service,Fiber optic,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),29.56,252.59,Yes,1,0-12 Months,Low,Low Value,Non-Senior
TELCO-03701,Female,1,Yes,Yes,28,No,No phone service,Fiber optic,No,Yes,No,Month-to-month,Yes,Mailed check,18.0,434.49,No,0,25-48 Months,Low,Mid Value,Senior
TELCO-03702,Male,0,No,Yes,34,No,No phone service,Fiber optic,No,No,Yes,Month-to-month,Yes,Electronic check,47.5,1568.77,No,0,25-48 Months,Mid,Mid Value,Non-Senior
TELCO-03703,Female,0,No,No,11,Yes,Yes,DSL,Yes,Yes,No,One year,Yes,Mailed check,67.61,752.39,No,0,0-12 Months,High,Mid Value,Non-Senior
TELCO-03704,Female,0,No,No,56,Yes,Yes,DSL,Yes,No,Yes,One year,No,Bank transfer (automatic),34.77,1946.73,No,0,49-72 Months,Low,Mid Value,Non-Senior
TELCO-03705,Female,0,Yes,No,72,Yes,Yes,DSL,No,No,Yes,Month-to-month,No,Mailed check,77.93,4997.09,No,0,49-72 Months,High,High Value,Non-Senior
TELCO-03706,Male,0,Yes,Yes,64,Yes,Yes,Fiber optic,Yes,No,No,Month-to-month,Yes,Electronic check,84.56,5533.38,Yes,1,49-72 Months,High,High Value,Non-Senior
TELCO-03707,Female,0,,No,40,Yes,Yes,Fiber optic,No,Yes,Yes,Two year,Yes,Credit card (automatic),50.77,1865.31,No,0,25-48 Months,Mid,Mid Value,Non-Senior
TELCO-03708,Male,0,No,No,9,Yes,Yes,DSL,No,No,Yes,Month-to-month,No,Electronic check,24.8,231.97,Yes,1,0-12 Months,Low,Low Value,Non-Senior
TELCO-03709,Female,0,No,No,9,Yes,Yes,DSL,No,Yes,No,One year,Yes,Electronic check,106.43,827.93,Yes,1,0-12 Months,Premium,Mid Value,Non-Senior
TELCO-03710,Female,0,Yes,No,72,No,No phone service,DSL,No,No,Yes,Month-to-month,Yes,Mailed check,66.05,4504.7,No,0,49-72 Months,High,High Value,Non-Senior
TELCO-03711,Female,0,Yes,No,1,Yes,Yes,No,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),120.0,116.33,No,0,0-12 Months,Premium,Low Value,Non-Senior
TELCO-03712,Male,0,Yes,Yes,37,Yes,Yes,DSL,Yes,No,No,Two year,Yes,Mailed check,67.77,2255.56,No,0,25-48 Months,High,Mid Value,Non-Senior
TELCO-03713,Female,0,No,No,36,Yes,No,Fiber optic,No,No,No,Month-to-month,Yes,Bank transfer (automatic),69.87,2526.08,Yes,1,25-48 Months,High,High Value,Non-Senior
TELCO-03714,Female,0,No,Yes,29,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),36.07,1020.28,Yes,1,25-48 Months,Mid,Mid Value,Non-Senior
TELCO-03715,Male,0,No,No,72,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),52.29,3213.78,No,0,49-72 Months,Mid,High Value,Non-Senior
TELCO-03717,Female,1,Yes,No,12,Yes,Yes,DSL,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),24.69,280.96,No,0,0-12 Months,Low,Low Value,Senior
TELCO-03718,Female,0,No,Yes,2,Yes,No,No,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),87.23,155.13,No,0,0-12 Months,High,Low Value,Non-Senior
TELCO-03719,Male,0,Yes,No,17,Yes,Yes,Fiber optic,No,Yes,No,Month-to-month,Yes,Electronic check,56.52,1008.06,No,0,13-24 Months,Mid,Mid Value,Non-Senior
TELCO-03721,Male,1,Yes,No,12,No,No phone service,DSL,Yes,No,No,One year,No,Bank transfer (automatic),42.79,466.5,Yes,1,0-12 Months,Mid,Mid Value,Senior
TELCO-03722,Female,0,Yes,No,53,Yes,No,DSL,Yes,Yes,No,One year,No,Electronic check,53.43,2713.46,Yes,1,49-72 Months,Mid,High Value,Non-Senior
